"NOMBRE","SUBCATEGORIA","Direccion","Latitud","Longitud","TIPO","AÑO CONSTRUCCIÓN","SENTIDO","CAPACIDAD"
"Baquedano","ESTACIONES DE METRO","","-33.437036","-70.633527","","","",""
"Francisco Bilbao","ESTACIONES DE METRO","","-33.431484","-70.584641","","","",""
"Los Leones","ESTACIONES DE METRO","","-33.422164","-70.60859","","","",""
"Manuel Montt","ESTACIONES DE METRO","","-33.428341","-70.619209","","","",""
"Parque Bustamante","ESTACIONES DE METRO","","-33.442787","-70.63163","","","",""
"Pedro de Valdivia","ESTACIONES DE METRO","","-33.425465","-70.614273","","","",""
"Santa Isabel","ESTACIONES DE METRO","","-33.447102","-70.630402","","","",""
"Tobalaba","ESTACIONES DE METRO","","-33.418145","-70.601353","","","",""
"Cristóbal Colón","ESTACIONES DE METRO","","-33.426224","-70.590973","","","",""
"Salvador","ESTACIONES DE METRO","","-33.433107","-70.626585","","","",""
"PLAZA FELIPE DAWES","ESTACIONAMIENTOS SUBTERRÁNEOS CONCESIONADOS","SUBSUELO NUEVA PROVIDENCIA CON DR. MANUEL BARROS BORGOÑO","-33.4290999","-70.6188565","","","",""
"PEDRO DE VALDIVIA","ESTACIONAMIENTOS SUBTERRÁNEOS CONCESIONADOS","SUBSUELO PROVIDENCIA ALT. 2025","-33.4233132","-70.6119552","","","",""
"GUARDIA VIEJA","ESTACIONAMIENTOS SUBTERRÁNEOS CONCESIONADOS","SUBSUELO PROVIDENCIA ALT. 2125","-33.4225051","-70.6108019","","","",""
"LYON","ESTACIONAMIENTOS SUBTERRÁNEOS CONCESIONADOS","SUBSUELO PROVIDENCIA ALT. 2211","-33.4217372","-70.6095761","","","",""
"MARCHANT PEREIRA","ESTACIONAMIENTOS SUBTERRÁNEOS CONCESIONADOS","SUBSUELO PROVIDENCIA ALT. 1941","-33.4246183","-70.613519","","","",""
"PEDRO DE VALDIVIA 963","ESTACIONAMIENTOS SUBTERRÁNEOS CONCESIONADOS","PEDRO DE VALDIVIA 963, ENTRADA POR CARLOS LARRAÍN CLARO","-33.432623","-70.609785","","","",""
"PC1","PARADEROS TRANSANTIAGO","PC1 - Parada 3 / (M) Manuel Montt","-33.4294825258123","-70.6193669235053","","","",""
"PC2","PARADEROS TRANSANTIAGO","PC2 - Parada 7 / (M) Pedro   De Valdivia","-33.4269088548349","-70.6159019687575","","","",""
"PC3","PARADEROS TRANSANTIAGO","PC3 - Parada 9 / (M) Pedro   De Valdivia","-33.4253319375985","-70.6118089508191","","","",""
"PC4","PARADEROS TRANSANTIAGO","PC4 - Av. Pedro De Valdivia Esq. / Carlos Antúnez","-33.4285529894509","-70.6106049475472","","","",""
"PC5","PARADEROS TRANSANTIAGO","PC5 - Parada 1 / Municipalidad   De Providencia","-33.43123394512","-70.6096350451013","","","",""
"PC6","PARADEROS TRANSANTIAGO","PC6 - Av. Pedro De Valdivia Esq. / Biarritz","-33.4337969788432","-70.6088629734909","","","",""
"PC7","PARADEROS TRANSANTIAGO","PC7 - Av. Pedro De Valdivia Esq. / Avenida Pocuro","-33.4360287253167","-70.6082050035324","","","",""
"PC8","PARADEROS TRANSANTIAGO","PC8 - Parada 3 / Plaza   Pedro De Valdivia","-33.438095969515","-70.6075890382024","","","",""
"PC9","PARADEROS TRANSANTIAGO","PC9 - Av. Pedro De Valdivia Esq. / Bustos","-33.4401810128462","-70.6071509701598","","","",""
"PC10","PARADEROS TRANSANTIAGO","PC10 - Parada  / The Kent School","-33.4424781013872","-70.6067317455559","","","",""
"PC11","PARADEROS TRANSANTIAGO","PC11 - Av. Pedro De Valdivia Esq. / Dr. P. Lautaro Ferrer","-33.445176008511","-70.6063020334066","","","",""
"PC12","PARADEROS TRANSANTIAGO","PC12 - Parada  / The Kent School","-33.4432819944758","-70.606419009786","","","",""
"PC13","PARADEROS TRANSANTIAGO","PC13 - Av. Pedro De Valdivia Esq. / Bustos","-33.4404283382604","-70.6069183412672","","","",""
"PC14","PARADEROS TRANSANTIAGO","PC14 - Parada 4 / Plaza   Pedro De Valdivia","-33.4378830452763","-70.6074779748565","","","",""
"PC15","PARADEROS TRANSANTIAGO","PC15 - Av. Pedro De Valdivia Esq. / Avenida Pocuro","-33.4363399908536","-70.6079099974787","","","",""
"PC16","PARADEROS TRANSANTIAGO","PC16 - Av. Pedro De Valdivia Esq. / Biarritz","-33.4338509955271","-70.608647987872","","","",""
"PC17","PARADEROS TRANSANTIAGO","PC17 - Parada 2 / Municipalidad   De Providencia","-33.4316399616288","-70.6093080356628","","","",""
"PC18","PARADEROS TRANSANTIAGO","PC18 - Parada  / Ucinf","-33.4288999544087","-70.6102420137313","","","",""
"PC19","PARADEROS TRANSANTIAGO","PC19 - Parada  / Instituto   Luis Campino","-33.4269549174202","-70.6109879978458","","","",""
"PC20","PARADEROS TRANSANTIAGO","PC20 - Parada 10 / (M) Pedro   De Valdivia","-33.4237838987031","-70.6122208549779","","","",""
"PC21","PARADEROS TRANSANTIAGO","PC21 - Parada 2 / (M) Pedro   De Valdivia","-33.4259558234239","-70.61522232882","","","",""
"PC37","PARADEROS TRANSANTIAGO","PC37 - Parada 4 / Avenida Suecia","-33.4206249914218","-70.6080200476189","","","",""
"PC22","PARADEROS TRANSANTIAGO","PC22 - Lota Esq. / Avenida Los Leones","-33.4234070673969","-70.6053359670304","","","",""
"PC23","PARADEROS TRANSANTIAGO","PC23 - Avenida Los Leones Esq. / Carlos Antúnez","-33.4269130190016","-70.6036739741718","","","",""
"PC24","PARADEROS TRANSANTIAGO","PC24 - Avenida Los Leones Esq. / Av. Eliodoro Yáñez","-33.4297800395528","-70.60290799361","","","",""
"PC25","PARADEROS TRANSANTIAGO","PC25 - Avenida Los Leones Esq. / Avenida Pocuro","-33.4343820459916","-70.6016577741371","","","",""
"PC26","PARADEROS TRANSANTIAGO","PC26 - Avenida Los Leones Esq. / Av. Francisco Bilbao","-33.4367160732262","-70.6010309663967","","","",""
"PC27","PARADEROS TRANSANTIAGO","PC27 - Avenida Los Leones Esq. / Bustos","-33.4391161148228","-70.6003759739338","","","",""
"PC28","PARADEROS TRANSANTIAGO","PC28 - Avenida Los Leones Esq. / Av. Diego De Almagro","-33.4413520823233","-70.5997579522909","","","",""
"PC29","PARADEROS TRANSANTIAGO","PC29 - Avenida Los Leones Esq. / Av. Diego De Almagro","-33.4417371348724","-70.5995020101211","","","",""
"PC30","PARADEROS TRANSANTIAGO","PC30 - Avenida Los Leones Esq. / Bustos","-33.4394201462959","-70.6001089794892","","","",""
"PC31","PARADEROS TRANSANTIAGO","PC31 - Avenida Los Leones Esq. / Av. Francisco Bilbao","-33.4371490815661","-70.6007350486552","","","",""
"PC32","PARADEROS TRANSANTIAGO","PC32 - Avenida Los Leones Esq. / El Vergel","-33.4339640964323","-70.6015980346549","","","",""
"PC33","PARADEROS TRANSANTIAGO","PC33 - Avenida Los Leones Esq. / Av. Eliodoro Yáñez","-33.4301308827578","-70.6026339367381","","","",""
"PC34","PARADEROS TRANSANTIAGO","PC34 - Avenida Los Leones Esq. / Carlos Antúnez","-33.427269093104","-70.60340002515","","","",""
"PC35","PARADEROS TRANSANTIAGO","PC35 - Avenida Los Leones Esq. / Lota","-33.4238878334195","-70.6042920221706","","","",""
"PC36","PARADEROS TRANSANTIAGO","PC36 - Parada  / Liceo Tajamar","-33.42172708177","-70.6050749991403","","","",""
"PC1148","PARADEROS TRANSANTIAGO","PC1148 - Parada 5 / Museo De   Los Tajamares","-33.4366828813133","-70.6321898280992","","","",""
"PC200","PARADEROS TRANSANTIAGO","PC200 - Parada 3 / Parque Balmaceda","-33.4352276242321","-70.6286120516417","","","",""
"PC201","PARADEROS TRANSANTIAGO","PC201 - Parada 3 / (M) Salvador","-33.4334270118169","-70.6260602100947","","","",""
"PC202","PARADEROS TRANSANTIAGO","PC202 - Parada 3 / Torres De Tajamar","-33.4302034721651","-70.6222459381249","","","",""
"PC38","PARADEROS TRANSANTIAGO","PC38 - Parada 5 / (M) Manuel Montt","-33.4306648118498","-70.6191819455044","","","",""
"PC39","PARADEROS TRANSANTIAGO","PC39 - Manuel Montt Esq. / Av. Eliodoro Yáñez","-33.4331275026341","-70.6175419019005","","","",""
"PC40","PARADEROS TRANSANTIAGO","PC40 - Manuel Montt Esq. / Keller","-33.4361018517555","-70.6164009915071","","","",""
"PC41","PARADEROS TRANSANTIAGO","PC41 - Manuel Montt Esq. / Av. Francisco Bilbao","-33.4390649096348","-70.615716959327","","","",""
"PC42","PARADEROS TRANSANTIAGO","PC42 - Manuel Montt Esq. / Clemente Fabres","-33.4415305284807","-70.6151077854667","","","",""
"PC43","PARADEROS TRANSANTIAGO","PC43 - Manuel Montt Esq. / Dalmacia","-33.4439885984782","-70.6145585737226","","","",""
"PC44","PARADEROS TRANSANTIAGO","PC44 - Manuel Montt Esq. / Santa Isabel","-33.4467108619141","-70.6139571048915","","","",""
"PC45","PARADEROS TRANSANTIAGO","PC45 - Av. Antonio Varas Esq. / Los Capitanes","-33.4444661255609","-70.6118512841799","","","",""
"PC46","PARADEROS TRANSANTIAGO","PC46 - Av. Antonio Varas Esq. / Vasconia","-33.4425202998379","-70.6124841705623","","","",""
"PC47","PARADEROS TRANSANTIAGO","PC47 - Av. Antonio Varas Esq. / Av. Francisco Bilbao","-33.4396348905783","-70.613480967198","","","",""
"PC48","PARADEROS TRANSANTIAGO","PC48 - Parada  / Campvs College","-33.4371549181773","-70.6142993396574","","","",""
"PC49","PARADEROS TRANSANTIAGO","PC49 - Av. Antonio Varas Esq. / Av. Eliodoro Yáñez","-33.4329436321747","-70.6156823307008","","","",""
"PC50","PARADEROS TRANSANTIAGO","PC50 - Parada  / Hospital   Calvo Mackenna","-33.4300389072057","-70.6166714678463","","","",""
"PC51","PARADEROS TRANSANTIAGO","PC51 - Parada 4 / Biblioteca De   Providencia","-33.4285741032282","-70.6171655135054","","","",""
"PC192","PARADEROS TRANSANTIAGO","PC192 - Parada 2 / (M) Manuel Montt","-33.4286482810292","-70.6201154943718","","","",""
"PC193","PARADEROS TRANSANTIAGO","PC193 - Parada 2 / Torres De Tajamar","-33.4302587697407","-70.6228230389178","","","",""
"PC194","PARADEROS TRANSANTIAGO","PC194 - Parada 2 / (M) Salvador","-33.4329967297596","-70.6260959602488","","","",""
"PC195","PARADEROS TRANSANTIAGO","PC195 - Parada 2 / Parque Balmaceda","-33.4351401572077","-70.6292489067714","","","",""
"PC196","PARADEROS TRANSANTIAGO","PC196 - Parada 2 / Museo De   Los Tajamares","-33.4361806194876","-70.6316379797121","","","",""
"PC340","PARADEROS TRANSANTIAGO","PC340 - Av. Los Conquistadores Esq. / Padre Letelier","-33.4172191348527","-70.6133872964635","","","",""
"PC341","PARADEROS TRANSANTIAGO","PC341 - Av. Los Conquistadores Esq. / Av. Pedro De Valdivia","-33.4189943045079","-70.6153805286168","","","",""
"PC370","PARADEROS TRANSANTIAGO","PC370 - Parada 1 / (M) Pedro   De Valdivia","-33.4253102665349","-70.6131688482661","","","",""
"PC152","PARADEROS TRANSANTIAGO","PC152 - Parada 3 / Guardia Vieja","-33.4241782450534","-70.6113357039474","","","",""
"PC153","PARADEROS TRANSANTIAGO","PC153 - Parada 3 / (M) Los Leones","-33.422956623736","-70.609767779083","","","",""
"PC206","PARADEROS TRANSANTIAGO","PC206 - Parada 1 / Hospital   Metropolitano","-33.4202082856184","-70.6063005823032","","","",""
"PC155","PARADEROS TRANSANTIAGO","PC155 - Parada 1 / (M) Tobalaba","-33.4189673928411","-70.6031929706311","","","",""
"PC1145","PARADEROS TRANSANTIAGO","PC1145 - El Cerro Esq. / Los Conquistadores","-33.4157049556687","-70.6113083126878","","","",""
"PC1221","PARADEROS TRANSANTIAGO","PC1221 - Manuel Montt Esq. / Nueva Providencia","-33.429161153552","-70.6201706284962","","","",""
"PC317","PARADEROS TRANSANTIAGO","PC317 - Parada  / Clínica Indisa","-33.4217298787496","-70.6180240247351","","","",""
"PC318","PARADEROS TRANSANTIAGO","PC318 - Avenida Santa María Esq. / Av. Pedro De Valdivia","-33.4208794054108","-70.6150626983091","","","",""
"PC349","PARADEROS TRANSANTIAGO","PC349 - Parada 6 / (M) Pedro   De Valdivia","-33.4244539222348","-70.613616005551","","","",""
"PC273","PARADEROS TRANSANTIAGO","PC273 - Parada 4 / (M) Manuel Montt","-33.4281648531415","-70.6189809602223","","","",""
"PC274","PARADEROS TRANSANTIAGO","PC274 - Parada 4 / Torres De Tajamar","-33.429666723974","-70.6219412477872","","","",""
"PC275","PARADEROS TRANSANTIAGO","PC275 - Parada 4 / (M) Salvador","-33.432638048566","-70.6257611060826","","","",""
"PC276","PARADEROS TRANSANTIAGO","PC276 - Parada 4 / Parque Balmaceda","-33.4347747250837","-70.628516033967","","","",""
"PC277","PARADEROS TRANSANTIAGO","PC277 - Parada 4 / Museo De   Los Tajamares","-33.4358726034221","-70.6308879844771","","","",""
"PA172","PARADEROS TRANSANTIAGO","PA172 - Parada 1 / (M) Parque   Bustamante","-33.4429598202725","-70.6336101981953","","","",""
"PA174","PARADEROS TRANSANTIAGO","PA174 - Parada 1 / (M) Santa Isabel","-33.4482086300354","-70.632038032178","","","",""
"PC82","PARADEROS TRANSANTIAGO","PC82 - Parada 2 / (M) Santa Isabel","-33.4486106687485","-70.631852997832","","","",""
"PC84","PARADEROS TRANSANTIAGO","PC84 - Parada 2 / (M) Parque   Bustamante","-33.44365021515","-70.6333127948192","","","",""
"PC86","PARADEROS TRANSANTIAGO","PC86 - Parada 4 / Plaza Italia","-33.4375656106115","-70.6351280437468","","","",""
"PC87","PARADEROS TRANSANTIAGO","PC87 - Parada 6 / Avenida Suecia","-33.4201388901857","-70.6068672449935","","","",""
"PC145","PARADEROS TRANSANTIAGO","PC145 - Parada 3 / Plaza Italia","-33.4375815476888","-70.6349660269753","","","",""
"PC147","PARADEROS TRANSANTIAGO","PC147 - Parada 1 / Museo De   Los Tajamares","-33.4359207099765","-70.6301795055247","","","",""
"PC148","PARADEROS TRANSANTIAGO","PC148 - Parada 1 / Parque Balmaceda","-33.434683018078","-70.6275274419997","","","",""
"PC149","PARADEROS TRANSANTIAGO","PC149 - Parada 1 / (M) Salvador","-33.4327650599433","-70.6253669034963","","","",""
"PC150","PARADEROS TRANSANTIAGO","PC150 - Parada 1 / Torres De Tajamar","-33.4298270360553","-70.6210345230898","","","",""
"PC151","PARADEROS TRANSANTIAGO","PC151 - Parada 1 / (M) Manuel Montt","-33.4285335860989","-70.6178096576641","","","",""
"PC154","PARADEROS TRANSANTIAGO","PC154 - Parada 3 / Hospital   Metropolitano","-33.4211719696835","-70.6071780506812","","","",""
"PC1016","PARADEROS TRANSANTIAGO","PC1016 - Parada 3 / (M) Tobalaba","-33.4176250367505","-70.6026750050562","","","",""
"PC187","PARADEROS TRANSANTIAGO","PC187 - Parada 2 / Hospital   Metropolitano","-33.4191170717386","-70.6058199855256","","","",""
"PC188","PARADEROS TRANSANTIAGO","PC188 - Parada 6 / (M) Los Leones","-33.4214932906129","-70.6094843775237","","","",""
"PC189","PARADEROS TRANSANTIAGO","PC189 - Parada 8 / (M) Pedro   De Valdivia","-33.4233569661882","-70.612332017233","","","",""
"PC191","PARADEROS TRANSANTIAGO","PC191 - Parada 2 / Biblioteca De   Providencia","-33.4272742818418","-70.6169658777558","","","",""
"PA487","PARADEROS TRANSANTIAGO","PA487 - Av. General Bustamante Esq. / Malaquías Concha","-33.44940717143","-70.6299626793726","","","",""
"PC1147","PARADEROS TRANSANTIAGO","PC1147 - Parada 2 / Plaza Italia","-33.4372339898367","-70.6334483302584","","","",""
"PC203","PARADEROS TRANSANTIAGO","PC203 - Parada 3 / (M) Pedro   De Valdivia","-33.4256265326156","-70.614000151995","","","",""
"PC204","PARADEROS TRANSANTIAGO","PC204 - Parada 1 / Guardia Vieja","-33.4238059519999","-70.6108931449532","","","",""
"PC205","PARADEROS TRANSANTIAGO","PC205 - Parada 1 / (M) Los Leones","-33.422178450167","-70.608641596897","","","",""
"PC207","PARADEROS TRANSANTIAGO","PC207 - Parada 2 / (M) Tobalaba","-33.4176048793188","-70.6047058713085","","","",""
"PC270","PARADEROS TRANSANTIAGO","PC270 - Parada 4 / Hospital   Metropolitano","-33.4183170504172","-70.6055070418408","","","",""
"PC271","PARADEROS TRANSANTIAGO","PC271 - Parada 2 / Avenida Suecia","-33.4204460338571","-70.6076960501164","","","",""
"PC272","PARADEROS TRANSANTIAGO","PC272 - Parada 2 / (M) Los Leones","-33.4230349643934","-70.6119059824092","","","",""
"PC199","PARADEROS TRANSANTIAGO","PC199 - Parada 3 / Museo De   Los Tajamares","-33.4363590247652","-70.6312802282512","","","",""
"PC301","PARADEROS TRANSANTIAGO","PC301 - Parada 4 / (M) Los Leones","-33.4219953201075","-70.610284109136","","","",""
"PC190","PARADEROS TRANSANTIAGO","PC190 - Parada 4 / (M) Pedro   De Valdivia","-33.4254019337141","-70.6146400070772","","","",""
"PC319","PARADEROS TRANSANTIAGO","PC319 - Avenida Santa María Esq. / Padre Letelier","-33.4191198983475","-70.6118520102359","","","",""
"PC320","PARADEROS TRANSANTIAGO","PC320 - Avenida Santa María Esq. / Puente Los Leones","-33.4177170139268","-70.6098190441932","","","",""
"PC338","PARADEROS TRANSANTIAGO","PC338 - Av. Los Conquistadores Esq. / Los Hidalgos","-33.4137015187713","-70.6094356632512","","","",""
"PC339","PARADEROS TRANSANTIAGO","PC339 - Av. Los Conquistadores Esq. / Avenida El Cerro","-33.415425957936","-70.6113753170519","","","",""
"PC342","PARADEROS TRANSANTIAGO","PC342 - Parada  / Clínica Indisa","-33.4207153980875","-70.6173340162475","","","",""
"PC343","PARADEROS TRANSANTIAGO","PC343 - Avenida Bellavista Esq. / Los Piñones","-33.4284856998921","-70.6253729467351","","","",""
"PC344","PARADEROS TRANSANTIAGO","PC344 - Avenida Bellavista Esq. / Magallanes","-33.4303867394075","-70.6277299950504","","","",""
"PC345","PARADEROS TRANSANTIAGO","PC345 - Avenida Bellavista Esq. / Capellán Abarzúa","-33.4322256247658","-70.6296599449899","","","",""
"PC346","PARADEROS TRANSANTIAGO","PC346 - Avenida Bellavista Esq. / Mallinkrodt","-33.4340187092253","-70.6327224880699","","","",""
"PC347","PARADEROS TRANSANTIAGO","PC347 - Parada 4 / Facultad   De Derecho","-33.4346555787098","-70.635080980215","","","",""
"PC350","PARADEROS TRANSANTIAGO","PC350 - Nueva De Lyon Esq. / Av. Andrés Bello","-33.4204889589314","-70.6109450097953","","","",""
"PC509","PARADEROS TRANSANTIAGO","PC509 - Parada 5 / (M) Tobalaba","-33.4184011177601","-70.6016809508258","","","",""
"PC379","PARADEROS TRANSANTIAGO","PC379 - Avenida Tobalaba Esq. / Lota","-33.4206311915258","-70.5985382541122","","","",""
"PC380","PARADEROS TRANSANTIAGO","PC380 - Avenida Tobalaba Esq. / Carmen Sylva","-33.422752164034","-70.5957659460602","","","",""
"PC381","PARADEROS TRANSANTIAGO","PC381 - Avenida Tobalaba Esq. / Carlos Antúnez","-33.4244142705101","-70.5937189326595","","","",""
"PC382","PARADEROS TRANSANTIAGO","PC382 - Parada 1 / (M) Cristóbal   Colón","-33.4262232551719","-70.5913910158325","","","",""
"PC383","PARADEROS TRANSANTIAGO","PC383 - Avenida Tobalaba Esq. / El Vergel","-33.4279672333893","-70.5891709855896","","","",""
"PC384","PARADEROS TRANSANTIAGO","PC384 - Avenida Tobalaba Esq. / Avenida Pocuro","-33.4301672982191","-70.5867909501475","","","",""
"PC385","PARADEROS TRANSANTIAGO","PC385 - Parada 7 / (M) Francisco Bilbao","-33.4313173452842","-70.5852819725485","","","",""
"PC386","PARADEROS TRANSANTIAGO","PC386 - Avenida Tobalaba Esq. / Eliécer Parada","-33.4339370614012","-70.5826048625488","","","",""
"PC978","PARADEROS TRANSANTIAGO","PC978 - Parada 2 / (M) Francisco Bilbao","-33.4323337718031","-70.5842627208475","","","",""
"PC388","PARADEROS TRANSANTIAGO","PC388 - Avenida Tobalaba Esq. / Las Azucenas","-33.4299003052353","-70.58666100212","","","",""
"PC389","PARADEROS TRANSANTIAGO","PC389 - Avenida Tobalaba Esq. / El Vergel","-33.4280882498714","-70.5887499649865","","","",""
"PC390","PARADEROS TRANSANTIAGO","PC390 - Parada 2 / (M) Cristóbal   Colón","-33.4264132298235","-70.5908256393356","","","",""
"PC391","PARADEROS TRANSANTIAGO","PC391 - Avenida Tobalaba Esq. / Martín De Zamora","-33.4249304290054","-70.5927835365788","","","",""
"PC392","PARADEROS TRANSANTIAGO","PC392 - Avenida Tobalaba Esq. / Carmen Sylva","-33.4232781744969","-70.5948230166049","","","",""
"PC393","PARADEROS TRANSANTIAGO","PC393 - Avenida Tobalaba Esq. / Lota","-33.4217677271382","-70.5966890705668","","","",""
"PC394","PARADEROS TRANSANTIAGO","PC394 - Avenida Tobalaba Esq. / Avenida El Bosque","-33.4203851215347","-70.5985560054958","","","",""
"PC1125","PARADEROS TRANSANTIAGO","PC1125 - Parada  / Costanera Center","-33.4167827652872","-70.6058472320151","","","",""
"PC1107","PARADEROS TRANSANTIAGO","PC1107 - Parada 6 / (M) Tobalaba","-33.4183496635136","-70.6012801644455","","","",""
"PC1044","PARADEROS TRANSANTIAGO","PC1044 - Parada 3 / (M) Santa Isabel","-33.4472897119518","-70.6311996811234","","","",""
"PC979","PARADEROS TRANSANTIAGO","PC979 - Av. Jaime Guzmán E. Esq. / Regina Pacis","-33.4468439181874","-70.5943226397996","","","",""
"PC980","PARADEROS TRANSANTIAGO","PC980 - Av. Jaime Guzmán E. Esq. / Avenida Holanda","-33.4454317456957","-70.5967715763525","","","",""
"PC1103","PARADEROS TRANSANTIAGO","PC1103 - Parada 7 / (M) Manuel Montt","-33.4303576812806","-70.6193794153161","","","",""
"PC973","PARADEROS TRANSANTIAGO","PC973 - Las Amapolas Esq. / Av. Francisco Bilbao","-33.4351652816139","-70.5883319909015","","","",""
"PC1022","PARADEROS TRANSANTIAGO","PC1022 - Parada 4 / (M) Francisco Bilbao","-33.4325733426957","-70.5856829944422","","","",""
"PC1122","PARADEROS TRANSANTIAGO","PC1122 - Eliecer Parada Esq. / Av. Diego De Almagro","-33.4353523358779","-70.583711034171","","","",""
